trip_id,user_id,scooter_id,city,start_time,end_time,distance_km,fare_mxn,payment_method
TRIP02537,USR0132,SC0194,Guadalajara,2024-04-30T02:03:47,2024-04-30T02:17:47,12.75,$148.89,credit_card
TRIP01454,USR0356,SC0016,MTY,2024-10-08T08:58:19,2024-10-08T08:31:19,13.12,153.87,qr_code
TRIP01649,USR0163,SC0003,CDMX,2024-03-08T06:26:12,2024-03-08T07:02:12,12.74,184.28,wallet
TRIP02641,USR0235,SC0128,Guadalajara,2025-03-19T16:21:42,2025-03-19T16:53:42,2.35,39.92,credit_card
TRIP04963,USR0273,SC0156,CDMX,2024-06-24T21:34:45,2024-06-24T22:57:45,5.51,58.86,qr_code
TRIP01382,USR0220,SC0006,MTY,2024-02-13T07:16:44,2024-02-13T07:33:44,13.74,165.36,cash
TRIP04326,USR0390,SC0006,Monterrey,2025-01-22T18:02:34,2025-01-22T19:14:34,4.72,$51.56,debit_card
TRIP01695,USR0180,SC0130,GDL,2025-05-29T17:40:36,2025-05-29T19:06:36,4.89,63.9,cash
TRIP02567,USR0033,SC0006,Monterrey,2024-12-24T20:09:13,2024-12-24T21:21:13,2.88,$39.69,cash
TRIP02348,USR0233,SC0054,GDL,2024-01-15T12:44:43,2024-01-15T13:21:43,5.41,58.24,qr_code
TRIP00450,USR0310,SC0116,GDL,2025-02-12T06:22:55,2025-02-12T07:09:55,0.0,89.64,debit_card
TRIP03637,USR0367,SC0182,Monterrey,2024-04-05T18:21:24,2024-04-05T18:43:24,10.41,129.11,qr_code
TRIP03848,USR0410,SC0119,Monterrey,2024-03-12T16:13:43,2024-03-12T17:07:43,10.43,122.79,cash
TRIP01789,USR0187,SC0057,cdmx,2025-03-02T08:20:30,2025-03-02T09:12:30,10.66,102.89,cash
TRIP04021,USR0077,SC0103,MTY,2025-06-06T09:41:08,2025-06-06T09:59:08,2.82,$47.01,credit_card
TRIP03496,USR0437,SC0110,Guadalajara,2024-11-06T19:46:54,2024-11-06T20:34:54,14.66,222.02,cash
TRIP03537,USR0416,SC0122,Monterrey,2025-05-19T07:44:32,2025-05-19T08:18:32,3.7,51.22,credit_card
TRIP03639,USR0069,SC0086,cdmx,2024-04-09T07:54:15,2024-04-09T08:02:15,3.96,50.94,wallet
TRIP01810,,SC0028,CDMX,2024-08-24T08:24:39,2024-08-24T08:50:39,4.63,70.83,debit_card
TRIP03196,USR0021,SC0080,CDMX,2025-06-09T09:10:41,2025-06-09T09:48:41,9.97,105.62,debit_card
TRIP04272,USR0013,SC0178,Ciudad de Mexico,2024-01-26T17:07:03,2024-01-26T18:36:03,7.89,106.01,credit_card
TRIP04443,USR0252,SC0071,CDMX,2025-05-18T14:24:15,2025-05-18T14:30:15,6.41,104.25,debit_card
TRIP01864,USR0486,SC0192,Ciudad de Mexico,2025-03-06T18:11:13,2025-03-06T19:35:13,3.65,65.71,wallet
TRIP03093,USR0258,SC0083,MTY,2024-03-21T18:18:48,2024-03-21T19:29:48,14.87,135.9,credit_card
TRIP01830,USR0102,SC0065,Guadalajara,2024-08-09T14:08:33,2024-08-09T14:23:33,13.16,195.26,debit_card
TRIP02013,USR0393,SC0215,Monterrey,2024-01-29T20:32:09,2024-01-29T21:32:09,4.89,69.71,qr_code
TRIP01260,USR0317,SC0018,MTY,2025-04-30T16:20:09,2025-04-30T17:46:09,2.24,36.78,cash
TRIP03266,USR0380,SC0146,CDMX,2025-06-12T15:25:35,2025-06-12T16:27:35,6.54,81.42,cash
TRIP04423,USR0078,SC0001,MTY,2024-04-15T21:55:44,2024-04-15T22:43:44,14.37,223.42,cash
TRIP02454,USR0437,SC0181,Monterrey,2024-09-09T08:37:05,2024-09-09T10:07:05,4.87,80.96,debit_card
TRIP02270,USR0049,SC0136,cdmx,2024-03-21T09:31:35,2024-03-21T10:40:35,9.72,121.08,credit_card
TRIP02053,USR0192,SC0105,CDMX,2024-09-30T07:12:21,2024-09-30T08:32:21,10.63,143.73,cash
TRIP01931,USR0372,SC0036,MTY,2024-01-27T17:58:15,2024-01-27T17:54:15,2.79,47.29,debit_card
TRIP02925,USR0278,SC0115,GDL,2024-01-08T13:44:05,2024-01-08T14:45:05,4.4,47.18,credit_card
TRIP04649,USR0086,SC0100,GDL,2024-05-02T18:44:59,2024-05-02T20:12:59,13.58,122.2,wallet
TRIP00485,USR0368,SC0133,GDL,2025-05-30T08:17:44,2025-05-30T08:38:44,1.38,28.29,wallet
TRIP01033,USR0079,SC0047,Ciudad de Mexico,2024-10-30T21:02:27,2024-10-30T21:55:27,9.54,93.16,debit_card
TRIP01942,USR0054,SC0087,Guadalajara,2024-09-28T15:30:41,2024-09-28T16:11:41,9.66,122.71,cash
TRIP04464,USR0016,SC0083,MTY,2024-10-10T08:35:45,2024-10-10T08:47:45,2.53,45.95,wallet
TRIP04904,USR0317,SC0064,Monterrey,2024-04-04T13:00:20,2024-04-04T13:22:20,5.32,57.4,debit_card
TRIP04984,USR0306,SC0198,cdmx,2024-09-09T18:53:07,2024-09-09T19:32:07,6.05,62.97,wallet
TRIP00120,USR0072,SC0084,GDL,2024-03-16T16:37:25,2024-03-16T17:50:25,10.53,141.17,qr_code
TRIP02518,USR0073,SC0113,MTY,2024-06-03T06:01:50,2024-06-03T07:25:50,3.73,50.13,cash
TRIP02389,USR0272,SC0001,Monterrey,2025-06-05T12:12:00,2025-06-05T12:26:00,12.3,166.57,qr_code
TRIP02423,USR0204,SC0186,CDMX,2025-05-05T18:41:54,2025-05-05T20:06:54,14.98,126.95,qr_code
TRIP04455,USR0289,SC0025,GDL,2025-02-14T10:09:16,2025-02-14T11:20:16,3.74,47.78,wallet
TRIP02213,USR0245,SC0021,Guadalajara,2025-04-17T08:57:28,2025-04-17T09:48:28,7.75,82.43,wallet
TRIP03084,USR0480,SC0046,Ciudad de Mexico,2024-08-09T17:20:27,2024-08-09T18:07:27,2.73,53.59,qr_code
TRIP04661,USR0304,SC0170,cdmx,2024-07-05T14:50:56,2024-07-05T15:23:56,4.67,79.41,cash
TRIP04209,USR0182,SC0193,CDMX,2024-11-11T13:09:15,2024-11-11T14:21:15,13.02,143.71,debit_card
TRIP01802,USR0121,SC0064,MTY,2024-07-01T08:08:38,2024-07-01T08:48:38,4.18,54.9,wallet
TRIP04673,USR0092,SC0095,CDMX,2025-03-19T09:59:04,2025-03-19T11:01:04,1.86,34.92,cash
TRIP00991,USR0068,SC0105,cdmx,2024-11-27T08:00:07,2024-11-27T08:40:07,1.18,31.25,wallet
TRIP04404,USR0406,SC0145,cdmx,2024-06-02T10:50:26,2024-06-02T11:47:26,14.38,150.54,credit_card
TRIP02295,USR0002,SC0151,GDL,2024-02-21T05:47:33,2024-02-21T06:36:33,10.34,115.89,qr_code
TRIP03814,USR0433,SC0049,MTY,2024-11-20T16:48:46,2024-11-20T17:48:46,2.6,43.04,qr_code
TRIP00645,USR0480,SC0067,Ciudad de Mexico,2024-08-21T12:02:38,2024-08-21T12:41:38,3.26,50.99,qr_code
TRIP04746,USR0032,SC0015,Monterrey,2024-04-15T19:23:10,2024-04-15T20:37:10,9.01,123.26,credit_card
TRIP00712,USR0283,SC0097,GDL,2024-05-30T07:02:08,2024-05-30T07:55:08,11.62,160.46,wallet
TRIP03685,USR0207,SC0146,CDMX,2024-11-12T18:04:06,2024-11-12T18:32:06,2.39,35.02,credit_card
TRIP01012,USR0452,SC0088,MTY,2024-09-27T18:53:42,2024-09-27T20:09:42,9.1,111.61,debit_card
TRIP01446,USR0287,SC0148,MTY,2024-10-23T16:48:07,2024-10-23T17:26:07,1.19,22.15,debit_card
TRIP00947,USR0331,SC0071,Ciudad de Mexico,2024-04-04T16:08:27,2024-04-04T16:47:27,14.17,160.33,cash
TRIP02784,USR0097,SC0088,MTY,2025-03-09T12:13:05,2025-03-09T12:18:05,1.54,31.14,qr_code
TRIP02383,USR0260,SC0180,CDMX,2025-04-10T19:15:47,2025-04-10T19:52:47,4.46,56.48,cash
TRIP02549,USR0180,SC0121,MTY,2024-11-09T08:00:54,2024-11-09T09:02:54,9.46,108.38,wallet
TRIP01640,USR0291,SC0008,Ciudad de Mexico,2024-10-16T13:58:16,2024-10-16T14:14:16,3.93,$45.21,qr_code
TRIP04490,USR0199,SC0152,MTY,2024-02-25T08:51:22,2024-02-25T10:09:22,14.28,$120.22,wallet
TRIP00075,USR0079,SC0094,Ciudad de Mexico,2025-01-15T06:08:33,2025-01-15T06:59:33,4.12,52.27,wallet
TRIP01817,USR0279,SC0143,cdmx,2024-05-30T20:38:07,2024-05-30T21:14:07,10.19,168.52,cash
TRIP01924,USR0321,SC0148,Monterrey,2025-04-08T13:34:11,2025-04-08T13:43:11,9.54,136.17,qr_code
TRIP04652,USR0306,SC0118,MTY,2025-01-24T12:13:35,2025-01-24T13:40:35,10.61,102.36,cash
TRIP03056,USR0108,SC0188,CDMX,2024-05-20T08:00:04,2024-05-20T08:38:04,6.65,$86.80,qr_code
TRIP04348,USR0160,SC0167,CDMX,2025-06-12T10:34:57,2025-06-12T11:06:57,6.72,78.16,credit_card
TRIP01891,USR0166,SC0132,cdmx,2024-11-23T17:22:09,2024-11-23T18:39:09,4.51,60.95,wallet
TRIP00212,USR0072,SC0065,Guadalajara,2024-05-29T13:22:02,2024-05-29T13:55:02,4.33,56.76,cash
TRIP01432,USR0168,SC0123,MTY,2025-06-19T19:50:04,2025-06-19T20:16:04,5.94,75.31,credit_card
TRIP02467,USR0481,SC0169,CDMX,2024-04-15T18:03:57,2024-04-15T18:55:57,9.97,155.19,wallet
TRIP00808,USR0456,SC0108,CDMX,2024-09-18T13:07:25,2024-09-18T14:27:25,2.36,36.54,debit_card
TRIP04899,USR0456,SC0160,CDMX,2024-09-14T18:04:52,2024-09-14T19:15:52,12.61,128.41,qr_code
TRIP04841,USR0314,SC0103,MTY,2025-02-10T20:28:16,2025-02-10T21:25:16,1.72,23.16,qr_code
TRIP04247,USR0051,SC0144,GDL,2024-01-29T18:34:02,2024-01-29T19:49:02,12.87,177.0,cash
TRIP02694,USR0355,SC0185,cdmx,2024-10-13T04:07:19,2024-10-13T05:33:19,2.09,40.96,cash
TRIP01617,USR0278,SC0102,MTY,2024-12-04T09:16:56,2024-12-04T10:18:56,3.92,50.25,debit_card
TRIP00301,USR0227,SC0026,Ciudad de Mexico,2024-02-05T15:16:49,2024-02-05T15:00:49,9.78,157.07,cash
TRIP02310,USR0002,SC0058,Monterrey,2024-01-27T22:32:01,2024-01-27T23:41:01,10.1,117.77,wallet
TRIP04573,USR0245,SC0168,MTY,2025-01-19T19:27:58,2025-01-19T20:46:58,1.57,35.48,cash
TRIP04300,USR0043,SC0037,Guadalajara,2024-05-25T11:58:32,2024-05-25T12:13:32,12.75,153.39,debit_card
TRIP00705,,SC0204,Guadalajara,2024-05-02T18:02:36,2024-05-02T19:16:36,13.71,214.3,qr_code
TRIP03553,USR0085,SC0069,Ciudad de Mexico,2025-05-08T08:43:22,2025-05-08T08:49:22,2.71,32.92,cash
TRIP04333,USR0064,SC0188,Ciudad de Mexico,2025-05-29T07:41:32,2025-05-29T08:47:32,10.56,$147.66,wallet
TRIP00606,USR0124,SC0095,Ciudad de Mexico,2025-06-18T06:38:53,2025-06-18T07:10:53,12.59,181.01,wallet
TRIP03778,USR0259,SC0138,MTY,2024-03-13T08:41:09,2024-03-13T09:01:09,10.1,154.68,credit_card
TRIP02312,USR0241,SC0103,Monterrey,2024-09-24T15:35:48,2024-09-24T15:44:48,11.33,$120.28,debit_card
TRIP04451,,SC0073,GDL,2024-09-23T17:47:52,2024-09-23T17:20:52,5.11,$74.22,qr_code
TRIP01069,USR0460,SC0161,Ciudad de Mexico,2024-07-11T20:28:57,2024-07-11T20:43:57,11.38,151.93,cash
TRIP03830,USR0449,SC0012,MTY,2024-07-09T17:22:20,2024-07-09T18:51:20,2.07,43.58,credit_card
TRIP02659,USR0226,SC0009,cdmx,2024-10-28T20:43:22,2024-10-28T21:08:22,2.82,46.46,cash
TRIP00165,USR0302,SC0025,GDL,2025-05-01T08:19:05,2025-05-01T09:14:05,7.78,128.29,qr_code
TRIP04935,USR0456,SC0041,MTY,2024-03-19T09:28:47,2024-03-19T10:49:47,5.79,77.87,cash
TRIP01412,USR0438,SC0197,MTY,2025-03-19T07:16:39,2025-03-19T08:17:39,14.47,150.38,wallet
TRIP04675,USR0026,SC0071,Ciudad de Mexico,2025-05-23T18:56:52,2025-05-23T19:08:52,8.62,87.44,wallet
TRIP03721,USR0049,SC0089,cdmx,2024-10-11T10:14:41,2024-10-11T10:28:41,12.17,182.03,debit_card
TRIP01533,USR0081,SC0123,MTY,2024-10-11T23:36:41,2024-10-12T00:33:41,11.44,118.03,cash
TRIP03713,USR0391,SC0092,MTY,2024-04-24T13:24:35,2024-04-24T13:37:35,12.6,137.27,credit_card
TRIP02805,USR0059,SC0060,CDMX,2024-08-20T08:55:11,2024-08-20T09:43:11,12.21,137.35,credit_card
TRIP00801,USR0004,SC0197,MTY,2025-04-19T19:38:33,2025-04-19T20:54:33,7.36,100.67,credit_card
TRIP02309,USR0110,SC0145,cdmx,2025-06-25T15:50:52,2025-06-25T15:55:52,13.4,191.24,credit_card
TRIP01384,USR0242,SC0101,cdmx,2024-12-18T18:38:11,2024-12-18T19:41:11,6.87,107.44,qr_code
TRIP04985,USR0054,SC0055,Monterrey,2025-06-23T19:04:43,2025-06-23T19:51:43,5.74,76.21,credit_card
TRIP03723,USR0493,SC0058,MTY,2024-10-22T15:35:32,2024-10-22T16:22:32,7.61,81.46,cash
TRIP01364,USR0101,SC0158,Monterrey,2024-07-19T17:28:14,2024-07-19T18:35:14,9.06,106.41,credit_card
TRIP02842,USR0307,SC0082,Ciudad de Mexico,2024-02-27T20:47:38,2024-02-27T20:34:38,9.27,92.5,credit_card
TRIP01973,USR0390,SC0083,Monterrey,2025-05-16T13:58:05,2025-05-16T14:48:05,13.33,167.88,wallet
TRIP00150,USR0090,SC0105,cdmx,2025-04-08T15:06:29,2025-04-08T15:24:29,0.67,28.99,wallet
TRIP04387,USR0308,SC0193,Ciudad de Mexico,2025-01-22T19:26:50,2025-01-22T19:40:50,1.89,35.15,wallet
TRIP03493,USR0272,SC0041,Monterrey,2025-03-01T07:01:20,2025-03-01T07:34:20,6.67,69.79,credit_card
TRIP01611,USR0018,SC0053,cdmx,2024-12-11T08:47:02,2024-12-11T09:37:02,0.89,24.33,cash
TRIP00316,USR0241,SC0135,CDMX,2025-02-07T18:52:06,2025-02-07T19:54:06,11.42,157.87,cash
TRIP01025,USR0300,SC0086,CDMX,2025-01-29T14:45:16,2025-01-29T15:54:16,4.09,47.67,credit_card
TRIP02204,USR0246,SC0047,CDMX,2025-03-18T17:48:49,2025-03-18T18:28:49,0.55,22.17,qr_code
TRIP01721,USR0404,SC0128,GDL,2024-11-09T12:17:59,2024-11-09T12:48:59,9.38,123.64,cash
TRIP01276,USR0079,SC0148,MTY,2024-06-03T10:05:10,2024-06-03T11:32:10,14.04,221.95,debit_card
TRIP04468,USR0012,SC0145,Ciudad de Mexico,2024-10-31T07:44:46,2024-10-31T09:02:46,11.4,120.63,credit_card
TRIP02246,USR0279,SC0095,CDMX,2024-11-26T04:34:49,2024-11-26T04:48:49,2.77,42.68,wallet
TRIP03111,USR0046,SC0023,Ciudad de Mexico,2024-11-12T17:33:46,2024-11-12T17:57:46,3.1,36.0,wallet
TRIP02085,USR0434,SC0094,CDMX,2024-05-27T09:28:46,2024-05-27T10:21:46,0.65,26.0,wallet
TRIP01270,USR0341,SC0094,Ciudad de Mexico,2025-01-21T05:42:47,2025-01-21T07:05:47,2.15,33.34,qr_code
TRIP00181,USR0462,SC0072,Guadalajara,2025-02-17T08:08:13,2025-02-17T08:15:13,5.82,78.62,cash
TRIP04578,USR0157,SC0178,cdmx,2024-04-01T09:33:20,2024-04-01T10:43:20,6.75,89.72,debit_card
TRIP00039,USR0234,SC0051,cdmx,2024-04-19T15:36:18,2024-04-19T16:18:18,6.24,68.25,credit_card
TRIP03554,USR0159,SC0069,Ciudad de Mexico,2025-06-10T13:59:49,2025-06-10T15:29:49,13.22,136.8,credit_card
TRIP00174,USR0056,SC0064,MTY,2024-10-10T19:16:41,2024-10-10T20:44:41,11.6,182.94,qr_code
TRIP04218,USR0272,SC0051,cdmx,2024-10-09T07:22:43,2024-10-09T07:57:43,12.28,$132.39,credit_card
TRIP01182,USR0230,SC0249,cdmx,2024-10-27T09:54:48,2024-10-27T10:38:48,10.63,$129.18,qr_code
TRIP02174,USR0106,SC0033,MTY,2024-05-06T22:27:52,2024-05-06T23:42:52,1.28,30.23,wallet
TRIP01586,USR0438,SC0165,GDL,2025-05-23T17:51:35,2025-05-23T18:05:35,14.94,$151.93,debit_card
TRIP04118,USR0113,SC0155,Ciudad de Mexico,2024-05-13T17:54:28,2024-05-13T18:34:28,3.06,39.81,debit_card
TRIP01563,USR0183,SC0147,Monterrey,2024-06-04T18:24:15,2024-06-04T19:28:15,13.35,$208.06,debit_card
TRIP02337,USR0117,SC0102,Monterrey,2024-08-11T09:14:31,2024-08-11T09:24:31,9.43,132.95,wallet
TRIP00935,USR0219,SC0175,GDL,2025-05-01T08:45:50,2025-05-01T10:00:50,9.94,158.75,qr_code
TRIP03058,USR0028,SC0155,CDMX,2024-09-04T06:37:53,2024-09-04T07:34:53,8.17,112.21,qr_code
TRIP02754,USR0308,SC0171,GDL,2024-05-28T09:34:28,2024-05-28T10:45:28,13.39,156.87,debit_card
TRIP00366,USR0235,SC0184,Ciudad de Mexico,2024-05-31T07:55:18,2024-05-31T08:23:18,12.43,163.4,credit_card
TRIP03897,USR0344,SC0035,CDMX,2025-05-21T13:40:52,2025-05-21T14:35:52,1.38,33.28,debit_card
TRIP04096,USR0267,SC0113,Monterrey,2024-06-17T15:50:22,2024-06-17T16:39:22,0.92,25.43,wallet
TRIP02398,,SC0126,Ciudad de Mexico,2024-04-17T12:47:22,2024-04-17T13:42:22,10.33,149.25,cash
TRIP02510,USR0468,SC0151,Guadalajara,2025-04-10T08:43:52,2025-04-10T08:18:52,9.69,131.93,qr_code
TRIP04347,USR0454,SC0040,MTY,2024-05-10T16:12:03,2024-05-10T17:02:03,11.37,133.14,wallet
TRIP00890,USR0384,SC0008,Ciudad de Mexico,2024-04-04T13:41:55,2024-04-04T14:51:55,3.35,38.15,debit_card
TRIP01693,USR0271,SC0085,CDMX,2024-12-30T18:32:28,2024-12-30T18:14:28,5.29,68.14,credit_card
TRIP00962,USR0220,SC0159,CDMX,2024-10-18T14:40:39,2024-10-18T14:57:39,5.38,84.59,cash
TRIP04483,USR0160,SC0066,Monterrey,2025-04-25T19:54:57,2025-04-25T20:43:57,12.2,164.32,qr_code
TRIP02311,USR0089,SC0195,CDMX,2025-03-02T15:14:49,2025-03-02T15:28:49,13.87,125.85,cash
TRIP02118,USR0196,SC0023,Ciudad de Mexico,2025-03-27T10:02:02,2025-03-27T10:46:02,14.26,176.42,credit_card
TRIP00130,USR0417,SC0013,CDMX,2024-12-25T16:10:20,2024-12-25T16:52:20,12.94,$207.98,wallet
TRIP04731,USR0169,SC0193,CDMX,2024-08-30T17:24:07,2024-08-30T18:50:07,9.34,101.91,credit_card
TRIP04655,USR0035,SC0163,Ciudad de Mexico,2024-11-14T12:07:42,2024-11-14T13:00:42,4.38,65.06,credit_card
TRIP00176,USR0433,SC0183,GDL,2024-07-04T13:47:16,2024-07-04T15:03:16,10.36,113.56,cash
TRIP00040,USR0463,SC0077,GDL,2024-12-26T08:16:43,2024-12-26T09:45:43,1.91,29.26,credit_card
TRIP00192,USR0338,SC0064,Monterrey,2024-10-25T11:06:02,2024-10-25T11:32:02,11.27,131.26,credit_card
TRIP04295,USR0058,SC0053,CDMX,2024-03-22T08:37:46,2024-03-22T10:03:46,13.88,126.09,credit_card
TRIP02987,USR0118,SC0240,MTY,2024-11-13T16:06:19,2024-11-13T16:24:19,12.25,133.27,debit_card
TRIP02505,USR0444,SC0002,cdmx,2024-11-22T20:40:40,2024-11-22T21:34:40,6.19,77.38,cash
TRIP00615,USR0292,SC0133,GDL,2024-10-22T17:32:35,2024-10-22T18:11:35,4.24,53.27,debit_card
TRIP04403,USR0233,SC0053,cdmx,2024-03-21T17:50:29,2024-03-21T19:13:29,6.01,85.99,credit_card
TRIP01229,USR0352,SC0056,MTY,2025-01-31T17:15:00,2025-01-31T18:39:00,3.42,52.37,qr_code
TRIP00025,USR0442,SC0014,CDMX,2025-02-14T15:43:03,2025-02-14T16:07:03,4.91,80.22,qr_code
TRIP02802,USR0096,SC0174,MTY,2025-03-18T08:36:06,2025-03-18T09:51:06,2.71,53.08,cash
TRIP00411,USR0132,SC0151,Guadalajara,2025-03-31T07:02:03,2025-03-31T07:23:03,14.42,201.17,debit_card
TRIP01626,USR0370,SC0001,MTY,2025-05-09T08:17:28,2025-05-09T08:32:28,0.0,34.56,debit_card
TRIP01360,USR0463,SC0052,Ciudad de Mexico,2024-08-12T17:17:24,2024-08-12T18:45:24,8.28,124.23,debit_card
TRIP00312,USR0091,SC0008,CDMX,2024-03-13T17:37:37,2024-03-13T18:23:37,13.53,136.68,debit_card
TRIP00971,USR0396,SC0092,Monterrey,2024-12-06T07:37:56,2024-12-06T08:22:56,14.61,149.37,qr_code
TRIP01157,USR0153,SC0016,Monterrey,2024-08-15T00:02:26,2024-08-15T00:09:26,7.54,73.29,wallet
TRIP00815,USR0242,SC0049,MTY,2024-11-28T10:30:48,2024-11-28T11:05:48,6.75,95.92,debit_card
TRIP00002,USR0068,SC0014,CDMX,2024-09-07T07:53:34,2024-09-07T08:36:34,9.98,97.64,credit_card
TRIP01645,USR0281,SC0023,Ciudad de Mexico,2025-05-05T09:55:01,2025-05-05T10:14:01,2.8,57.16,cash
TRIP03383,USR0201,SC0104,MTY,2024-04-19T18:53:17,2024-04-19T20:06:17,14.47,159.94,debit_card
TRIP02813,USR0288,SC0184,cdmx,2025-04-08T16:26:42,2025-04-08T17:32:42,1.52,$30.52,qr_code
TRIP04228,USR0492,SC0075,Monterrey,2024-05-09T12:24:45,2024-05-09T13:31:45,14.17,161.34,credit_card
TRIP03715,USR0493,SC0004,cdmx,2024-03-02T15:31:38,2024-03-02T16:46:38,5.44,65.38,credit_card
TRIP03439,USR0335,SC0055,Monterrey,2025-06-19T13:33:45,2025-06-19T14:10:45,2.95,48.02,debit_card
TRIP01612,USR0499,SC0155,CDMX,2024-04-21T07:44:03,2024-04-21T08:55:03,1.53,29.12,qr_code
TRIP01252,USR0263,SC0130,GDL,2025-04-29T09:58:48,2025-04-29T10:32:48,12.92,$206.84,debit_card
TRIP02702,USR0216,SC0150,cdmx,2024-08-30T18:05:05,2024-08-30T18:50:05,8.36,90.58,debit_card
TRIP02162,USR0410,SC0041,Monterrey,2024-01-15T17:20:40,2024-01-15T18:00:40,12.65,131.5,qr_code
TRIP00188,USR0211,SC0014,cdmx,2024-09-24T01:55:43,2024-09-24T03:07:43,8.69,144.05,qr_code
TRIP03752,USR0053,SC0086,Ciudad de Mexico,2024-05-21T12:35:01,2024-05-21T12:45:01,13.45,166.62,cash
TRIP04696,USR0157,SC0141,cdmx,2025-03-30T09:13:29,2025-03-30T08:52:29,11.79,181.29,credit_card
TRIP01873,USR0467,SC0191,cdmx,2024-05-17T18:58:14,2024-05-17T20:26:14,5.2,62.59,wallet
TRIP02969,USR0135,SC0161,cdmx,2024-04-05T11:03:30,2024-04-05T11:16:30,1.74,29.8,cash
TRIP01820,USR0428,SC0087,GDL,2024-06-11T12:51:02,2024-06-11T13:53:02,11.7,160.28,qr_code
TRIP04516,USR0421,SC0195,cdmx,2024-06-06T09:41:09,2024-06-06T11:07:09,4.56,60.49,credit_card
TRIP04234,USR0426,SC0102,MTY,2024-03-28T20:36:24,2024-03-28T20:47:24,6.99,115.58,debit_card
TRIP02464,USR0483,SC0168,MTY,2024-03-22T18:39:01,2024-03-22T19:27:01,9.77,109.91,cash
TRIP00634,USR0395,SC0026,Ciudad de Mexico,2024-11-21T14:14:54,2024-11-21T15:10:54,12.48,157.96,cash
TRIP04742,USR0093,SC0089,cdmx,2024-09-25T17:02:32,2024-09-25T17:55:32,2.2,35.85,cash
TRIP03773,USR0175,SC0240,Ciudad de Mexico,2025-04-25T09:26:09,2025-04-25T10:28:09,5.59,54.95,cash
TRIP03470,USR0113,SC0198,CDMX,2024-02-08T20:16:23,2024-02-08T21:14:23,6.6,94.52,credit_card
TRIP04084,USR0280,SC0099,GDL,2024-09-05T08:59:08,2024-09-05T09:20:08,4.54,64.26,wallet
TRIP01236,USR0008,SC0132,Ciudad de Mexico,2024-08-16T17:56:21,2024-08-16T19:15:21,1.15,25.98,qr_code
TRIP03891,USR0012,SC0101,CDMX,2024-03-09T17:55:01,2024-03-09T18:10:01,7.49,124.08,credit_card
TRIP00879,USR0369,SC0166,Ciudad de Mexico,2025-02-27T00:23:54,2025-02-27T01:33:54,13.83,$157.76,debit_card
TRIP01106,USR0016,SC0154,Monterrey,2024-06-28T20:36:47,2024-06-28T22:01:47,2.31,38.04,cash
TRIP04805,USR0199,SC0059,CDMX,2025-03-26T21:31:12,2025-03-26T22:15:12,14.34,149.38,cash
TRIP04413,USR0494,SC0031,GDL,2024-01-05T19:58:17,2024-01-05T21:01:17,8.92,121.77,qr_code
TRIP02933,USR0288,SC0094,Ciudad de Mexico,2024-02-21T07:22:05,2024-02-21T07:50:05,6.54,75.54,qr_code
TRIP00790,USR0108,SC0138,MTY,2025-02-04T06:02:53,2025-02-04T06:39:53,7.22,123.37,wallet
TRIP00321,USR0453,SC0016,Monterrey,2024-03-19T09:44:09,2024-03-19T10:52:09,14.31,128.0,debit_card
TRIP03265,USR0096,SC0050,cdmx,2024-08-04T07:04:45,2024-08-04T07:14:45,14.48,133.11,qr_code
TRIP02994,USR0358,SC0098,Monterrey,2024-06-01T18:15:44,2024-06-01T18:34:44,6.85,74.21,debit_card
TRIP03993,USR0380,SC0199,GDL,2025-06-03T17:54:07,2025-06-03T19:05:07,14.66,204.65,qr_code
TRIP00377,USR0205,SC0194,GDL,2025-05-14T06:01:27,2025-05-14T07:19:27,13.45,158.97,cash
TRIP00653,USR0176,SC0094,CDMX,2025-03-24T07:08:56,2025-03-24T07:22:56,6.5,66.16,debit_card
TRIP01630,USR0271,SC0193,Ciudad de Mexico,2024-12-17T01:17:32,2024-12-17T02:47:32,10.23,126.03,debit_card
TRIP00015,USR0392,SC0151,Guadalajara,2024-11-01T19:53:26,2024-11-01T21:06:26,9.25,96.57,credit_card
TRIP02023,USR0114,SC0192,cdmx,2024-05-04T07:29:36,2024-05-04T08:14:36,1.46,34.43,debit_card
TRIP02538,USR0337,SC0039,GDL,2024-07-15T14:06:00,2024-07-15T15:25:00,5.12,88.14,cash
TRIP01223,USR0261,SC0090,cdmx,2024-03-13T12:20:38,2024-03-13T13:27:38,8.08,90.75,wallet
TRIP02147,USR0471,SC0065,Guadalajara,2025-03-21T08:24:03,2025-03-21T09:41:03,11.28,111.34,debit_card
TRIP02562,USR0083,SC0186,CDMX,2024-12-16T19:39:12,2024-12-16T20:06:12,6.63,80.12,credit_card
TRIP02181,USR0298,SC0011,CDMX,2024-01-15T20:33:08,2024-01-15T20:43:08,6.17,96.86,debit_card
TRIP03152,USR0293,SC0142,Monterrey,2025-06-18T16:45:07,2025-06-18T17:13:07,1.63,26.49,wallet
TRIP03138,USR0354,SC0130,Guadalajara,2024-10-22T08:48:14,2024-10-22T09:56:14,6.22,57.97,qr_code
TRIP04752,USR0437,SC0124,Monterrey,2024-11-15T16:31:53,2024-11-15T17:32:53,0.76,16.95,qr_code
TRIP03908,USR0027,SC0038,Monterrey,2024-03-31T19:48:45,2024-03-31T20:45:45,10.41,163.83,qr_code
