log_id,scooter_id,maintenance_date,issue_type,cost_usd,technician_id
LOG00360,SC0151,2024-12-06T07:12:46,general_service,59.96,TECH17
LOG00361,SC0148,2025-04-01T05:39:30,frame_damage,603.26,TECH17
LOG00362,SC0017,2024-10-29T19:32:18,brake_repair,634.14,TECH06
LOG00363,SC0075,2024-09-10T17:27:59,battery_replacement,710.99,TECH18
LOG00364,SC0105,2024-04-01T17:29:36,software_update,-77.84,TECH10
LOG00365,SC0028,2024-02-02T17:20:06,frame_damage,798.6,TECH18
LOG00366,SC0197,2024-01-03T15:04:03,brake_repair,118.65,TECH11
LOG00367,SC0058,2024-06-12T12:07:59,motor_issue,351.55,TECH01
LOG00368,SC0193,2024-02-28T15:40:28,frame_damage,749.55,TECH04
LOG00369,SC0167,2024-03-08T19:26:30,battery_replacement,406.31,TECH11
LOG00370,SC0133,2024-12-20T17:09:00,motor_issue,294.79,TECH15
LOG00371,SC0080,2024-02-14T09:49:26,battery_replacement,238.87,TECH10
LOG00372,SC0180,2024-09-12T18:37:09,tire_puncture,105.98,TECH14
LOG00373,SC0292,2024-11-01T07:08:11,general_service,58.23,TECH10
LOG00374,SC0134,2024-12-12T12:04:41,battery_replacement,782.64,TECH09
LOG00375,SC0095,2024-08-28T13:16:22,display_fault,248.64,TECH13
LOG00376,SC0084,2025-06-30T07:00:33,motor_issue,475.83,TECH04
LOG00377,SC0138,2024-04-07T17:14:49,general_service,476.35,TECH17
LOG00378,SC0265,2024-06-18T18:19:40,display_fault,561.5,TECH16
LOG00379,SC0170,2024-10-30T14:31:39,software_update,716.28,TECH02
LOG00380,SC0090,2024-05-25T17:28:50,display_fault,616.57,TECH11
LOG00381,SC0259,2024-12-24T23:34:59,tire_puncture,-306.33,TECH10
LOG00382,SC0093,2025-01-21T11:55:33,general_service,-663.17,TECH19
LOG00383,SC0273,2025-04-19T10:54:58,general_service,199.82,TECH20
LOG00384,SC0043,2025-06-03T08:11:53,battery_replacement,337.79,TECH08
LOG00385,SC0120,2025-05-28T08:23:11,throttle_repair,662.84,TECH20
LOG00386,SC0281,2024-12-30T15:03:37,general_service,315.3,TECH10
LOG00387,SC0123,2025-10-30T00:00:00,display_fault,738.68,TECH01
LOG00388,SC0176,2024-09-29T07:54:18,tire_puncture,748.15,TECH20
LOG00389,SC0165,2024-06-21T17:55:26,general_service,636.4,TECH13
LOG00390,SC0055,2025-03-13T17:14:45,software_update,766.35,TECH03
LOG00391,SC0153,2024-03-13T17:57:58,software_update,313.37,TECH08
LOG00392,SC0036,2024-03-04T06:19:32,throttle_repair,514.42,TECH10
LOG00393,SC0022,2025-05-16T12:14:45,software_update,702.79,TECH19
LOG00394,SC0056,2024-02-23T05:09:40,tire_puncture,357.14,TECH20
LOG00395,SC0025,2024-05-20T11:39:18,frame_damage,204.24,TECH05
LOG00396,SC0065,2025-06-16T18:29:41,throttle_repair,783.79,TECH18
LOG00397,SC0092,2024-07-03T11:12:52,frame_damage,737.11,TECH05
LOG00398,SC0117,2025-06-04T15:35:34,throttle_repair,123.92,TECH13
LOG00399,SC0026,2025-03-17T10:08:08,frame_damage,667.75,TECH19
LOG00400,SC0018,2024-03-14T18:16:55,software_update,352.14,TECH04
LOG00401,SC0083,2025-04-04T14:08:29,software_update,413.33,TECH14
LOG00402,SC0057,2025-02-24T19:14:21,tire_puncture,502.07,TECH09
LOG00403,SC0098,2025-01-30T08:52:25,tire_puncture,361.97,TECH08
LOG00404,SC0066,2025-02-19T15:41:41,tire_puncture,521.76,TECH02
LOG00405,SC0099,2024-11-01T08:54:35,throttle_repair,542.45,TECH12
LOG00406,SC0004,2024-04-07T08:36:18,display_fault,667.42,TECH04
LOG00407,SC0001,2024-10-21T20:29:44,frame_damage,151.9,TECH04
LOG00408,SC0143,2025-06-23T13:20:13,frame_damage,173.44,TECH06
LOG00409,SC0017,2024-07-10T09:37:03,display_fault,599.42,TECH15
LOG00410,SC0170,2024-05-16T20:19:22,frame_damage,273.85,TECH07
LOG00411,SC0270,2024-04-03T06:09:42,throttle_repair,191.8,TECH08
LOG00412,SC0094,2025-07-26T00:00:00,tire_puncture,-686.83,TECH09
LOG00413,SC0025,2024-08-30T18:11:16,throttle_repair,615.12,TECH16
LOG00414,SC0143,2025-05-04T11:32:47,general_service,155.73,TECH12
LOG00415,SC0073,2024-06-30T07:11:00,display_fault,462.8,TECH05
LOG00416,SC0194,2025-03-13T13:28:48,frame_damage,300.42,TECH18
LOG00417,SC0080,2024-10-08T07:19:03,throttle_repair,329.1,TECH09
LOG00418,SC0101,2024-06-26T11:03:53,battery_replacement,229.35,TECH15
LOG00419,SC0193,2024-08-29T17:11:31,motor_issue,138.09,TECH18
LOG00420,SC0039,2025-02-25T09:10:39,motor_issue,-396.01,TECH09
LOG00421,SC0170,2024-09-05T08:46:22,motor_issue,731.41,TECH04
LOG00422,SC0082,2024-07-14T06:33:24,software_update,-117.83,TECH13
LOG00423,SC0131,2024-12-09T09:59:52,software_update,698.8,TECH03
LOG00424,SC0038,2025-01-19T09:29:55,display_fault,474.68,TECH05
LOG00425,SC0124,2024-10-21T21:39:14,display_fault,238.0,TECH14
LOG00426,SC0197,2025-04-25T01:29:56,display_fault,174.3,TECH01
LOG00427,SC0039,2024-05-20T09:00:26,display_fault,402.9,TECH08
LOG00428,SC0015,2024-06-05T08:15:00,display_fault,263.48,TECH10
LOG00429,SC0072,2025-04-08T15:40:12,motor_issue,230.63,TECH20
LOG00430,SC0185,2024-07-24T18:06:25,tire_puncture,758.99,TECH01
LOG00431,SC0108,2024-10-07T22:58:29,brake_repair,317.67,TECH03
LOG00432,SC0200,2024-05-30T18:30:05,tire_puncture,553.88,TECH07
LOG00433,SC0021,2025-06-18T17:25:12,display_fault,160.51,TECH20
LOG00434,SC0123,2024-11-16T18:13:22,frame_damage,70.52,TECH19
LOG00435,SC0077,2025-01-14T08:44:02,motor_issue,213.72,TECH11
LOG00436,SC0145,2024-08-28T07:53:34,battery_replacement,429.74,TECH02
LOG00437,SC0018,2024-07-07T19:28:06,general_service,239.47,TECH05
LOG00438,SC0137,2024-09-26T06:04:58,battery_replacement,590.37,TECH14
LOG00439,SC0198,2024-11-05T18:15:38,frame_damage,279.77,TECH03
LOG00440,SC0134,2025-05-28T09:06:20,tire_puncture,403.56,TECH07
LOG00441,SC0036,2024-07-22T06:54:25,display_fault,744.51,TECH16
LOG00442,SC0063,2025-04-08T13:29:12,tire_puncture,93.27,TECH03
LOG00443,SC0193,2024-09-16T13:27:43,tire_puncture,682.82,TECH14
LOG00444,SC0062,2024-05-20T19:34:10,throttle_repair,413.36,TECH17
LOG00445,SC0139,2025-05-27T17:06:57,battery_replacement,770.01,TECH03
LOG00446,SC0083,2024-11-16T19:39:12,display_fault,277.39,TECH16
LOG00447,SC0186,2024-09-06T09:07:28,throttle_repair,188.59,TECH18
LOG00448,SC0156,2024-01-06T15:27:32,brake_repair,387.57,TECH20
LOG00449,SC0031,2024-11-10T17:28:50,brake_repair,785.51,TECH08
LOG00450,SC0027,2024-07-24T12:32:20,frame_damage,489.04,TECH03
LOG00451,SC0018,2024-04-20T15:06:43,frame_damage,112.49,TECH14
LOG00452,SC0072,2024-03-25T06:02:45,frame_damage,86.69,TECH17
LOG00453,SC0087,2024-11-01T17:29:46,general_service,542.85,TECH07
LOG00454,SC0110,2024-06-05T19:19:00,brake_repair,74.38,TECH16
LOG00455,SC0090,2024-07-16T07:01:04,display_fault,484.49,TECH11
LOG00456,SC0098,2025-02-10T07:47:38,software_update,602.47,TECH14
LOG00457,SC0079,2024-10-18T09:07:08,software_update,574.66,TECH08
LOG00458,SC0281,2025-05-20T17:22:14,motor_issue,313.37,TECH07
LOG00459,SC0283,2024-02-10T18:24:47,brake_repair,617.98,TECH18
LOG00460,SC0291,2024-11-27T15:38:49,frame_damage,731.59,TECH08
LOG00461,SC0092,2024-07-11T16:06:18,battery_replacement,390.87,TECH01
LOG00462,SC0185,2024-05-17T17:13:37,motor_issue,-58.91,TECH14
LOG00463,SC0110,2024-10-02T08:08:56,software_update,159.72,TECH14
LOG00464,SC0198,2024-02-10T13:03:59,motor_issue,562.04,TECH09
LOG00465,SC0121,2025-03-20T17:49:59,battery_replacement,168.84,TECH06
LOG00466,SC0112,2024-08-12T18:23:50,display_fault,411.44,TECH01
LOG00467,SC0192,2025-05-04T10:07:48,motor_issue,215.76,TECH10
LOG00468,SC0109,2025-04-01T19:11:16,throttle_repair,294.16,TECH13
LOG00469,SC0075,2024-11-18T19:04:41,display_fault,273.88,TECH17
LOG00470,SC0046,2024-12-03T10:32:41,display_fault,50.92,TECH14
LOG00471,SC0125,2024-11-03T10:44:29,frame_damage,114.49,TECH13
LOG00472,SC0039,2024-12-10T18:50:53,battery_replacement,620.32,TECH06
LOG00473,SC0110,2024-04-12T07:32:52,general_service,534.29,TECH18
LOG00474,SC0109,2024-08-02T07:30:55,brake_repair,788.42,TECH06
LOG00475,SC0052,2024-06-02T08:14:47,general_service,599.48,TECH05
LOG00476,SC0137,2025-05-01T06:15:08,brake_repair,697.22,TECH09
LOG00477,SC0013,2024-11-22T15:24:36,throttle_repair,473.02,TECH17
LOG00478,SC0028,2024-10-03T08:49:44,brake_repair,342.81,TECH13
LOG00479,SC0055,2024-08-30T08:05:29,brake_repair,755.39,TECH18
LOG00480,SC0102,2025-12-14T00:00:00,brake_repair,447.34,TECH08
LOG00481,SC0012,2025-04-08T12:56:38,tire_puncture,143.01,TECH01
LOG00482,SC0107,2024-02-03T19:53:49,software_update,480.72,TECH15
LOG00483,SC0176,2025-04-04T14:37:39,frame_damage,327.71,TECH02
LOG00484,SC0181,2025-05-26T20:29:41,throttle_repair,234.95,TECH02
LOG00485,SC0083,2024-05-06T08:31:42,general_service,456.31,TECH13
LOG00486,SC0018,2025-09-26T00:00:00,display_fault,705.16,TECH18
LOG00487,SC0067,2024-03-13T09:48:51,frame_damage,220.15,TECH14
LOG00488,SC0183,2024-03-29T18:08:54,software_update,154.35,TECH14
LOG00489,SC0175,2025-05-02T20:57:41,battery_replacement,105.25,TECH05
LOG00490,SC0021,2024-10-23T19:28:55,battery_replacement,324.48,TECH10
LOG00491,SC0025,2024-06-21T09:31:48,brake_repair,472.04,TECH09
LOG00492,SC0007,2024-07-05T17:24:04,battery_replacement,413.41,TECH10
LOG00493,SC0061,2024-02-21T08:23:21,throttle_repair,300.61,TECH09
LOG00494,SC0078,2024-12-09T22:37:34,tire_puncture,340.25,TECH09
LOG00495,SC0143,2024-05-14T07:53:37,software_update,214.01,TECH09
LOG00496,SC0106,2025-03-30T17:02:12,display_fault,584.55,TECH04
LOG00497,SC0011,2025-04-25T18:37:22,frame_damage,582.13,TECH12
LOG00498,SC0032,2025-06-26T07:45:53,throttle_repair,312.75,TECH07
LOG00499,SC0197,2024-02-12T09:50:59,software_update,404.87,TECH09
LOG00500,SC0032,2024-06-29T20:39:16,general_service,97.16,TECH03
LOG00501,SC0037,2024-06-24T15:38:21,tire_puncture,421.6,TECH15
LOG00502,SC0019,2024-07-18T08:11:32,frame_damage,357.05,TECH06
LOG00503,SC0189,2024-03-14T13:01:20,tire_puncture,617.99,TECH08
LOG00504,SC0190,2025-04-27T13:58:25,motor_issue,252.95,TECH04
LOG00505,SC0102,2024-03-14T09:12:46,software_update,603.86,TECH09
LOG00506,SC0029,2025-05-28T15:11:53,battery_replacement,728.0,TECH06
LOG00507,SC0190,2024-04-02T12:56:07,motor_issue,262.37,TECH16
LOG00508,SC0058,2025-01-20T05:16:00,brake_repair,605.97,TECH08
LOG00509,SC0089,2025-06-09T07:38:06,brake_repair,511.7,TECH01
LOG00510,SC0024,2024-11-22T07:51:51,throttle_repair,723.03,TECH02
LOG00511,SC0182,2025-03-05T21:58:06,display_fault,252.18,TECH17
LOG00512,SC0004,2025-04-27T08:46:06,motor_issue,663.1,TECH11
LOG00513,SC0040,2024-05-03T08:30:04,tire_puncture,761.69,TECH03
LOG00514,SC0132,2025-06-26T21:31:58,motor_issue,661.36,TECH03
LOG00515,SC0252,2024-08-05T15:54:41,motor_issue,627.45,TECH11
LOG00516,SC0096,2024-12-13T18:16:47,motor_issue,162.79,TECH16
LOG00517,SC0029,2024-11-19T21:37:38,throttle_repair,704.15,TECH02
LOG00518,SC0199,2025-04-01T18:29:38,software_update,585.68,TECH17
LOG00519,SC0079,2025-05-29T18:51:54,software_update,51.58,TECH05
LOG00520,SC0011,2024-04-20T08:58:42,battery_replacement,651.62,TECH04
LOG00521,SC0174,2024-06-09T02:43:39,general_service,401.32,TECH16
LOG00522,SC0073,2025-03-15T08:02:29,battery_replacement,288.47,TECH04
LOG00523,SC0045,2025-02-24T14:21:29,motor_issue,526.35,TECH18
LOG00524,SC0058,2024-08-23T19:14:39,display_fault,-134.96,TECH12
LOG00525,SC0025,2024-09-26T18:38:42,battery_replacement,557.63,TECH12
LOG00526,SC0174,2025-05-11T12:07:58,software_update,461.47,TECH16
LOG00527,SC0083,2024-09-27T08:55:37,battery_replacement,471.02,TECH10
LOG00528,SC0029,2024-06-23T10:45:43,frame_damage,755.7,TECH09
LOG00529,SC0062,2024-11-12T15:02:10,software_update,426.57,TECH11
LOG00530,SC0173,2024-05-30T16:46:39,battery_replacement,183.22,TECH15
LOG00531,SC0047,2025-04-05T20:47:22,throttle_repair,332.61,TECH08
LOG00532,SC0063,2024-04-13T06:35:08,throttle_repair,81.41,TECH18
LOG00533,SC0173,2025-03-30T08:05:43,tire_puncture,236.07,TECH20
LOG00534,SC0159,2025-03-10T09:24:09,software_update,277.29,TECH11
LOG00535,SC0141,2025-06-13T18:41:01,general_service,782.01,TECH06
LOG00536,SC0115,2025-01-31T02:55:31,frame_damage,295.96,TECH07
LOG00537,SC0006,2025-07-05T00:00:00,display_fault,-199.03,TECH17
LOG00538,SC0078,2025-06-30T18:40:28,general_service,219.4,TECH17
LOG00539,SC0142,2024-08-02T10:51:33,brake_repair,188.39,TECH16
LOG00540,SC0177,2024-08-12T10:42:09,brake_repair,600.01,TECH07
LOG00541,SC0260,2024-11-07T19:19:38,throttle_repair,478.24,TECH14
LOG00542,SC0117,2024-09-25T07:46:27,tire_puncture,597.4,TECH04
LOG00543,SC0262,2024-05-31T09:12:59,battery_replacement,202.0,TECH11
LOG00544,SC0161,2025-05-26T22:56:18,motor_issue,232.74,TECH18
LOG00545,SC0077,2024-11-08T15:50:06,tire_puncture,266.64,TECH05
LOG00546,SC0001,2024-02-23T18:29:31,software_update,-235.57,TECH03
LOG00547,SC0018,2025-05-19T18:23:38,throttle_repair,374.71,TECH12
LOG00548,SC0036,2024-10-09T08:16:35,display_fault,217.03,TECH08
LOG00549,SC0148,2024-01-17T17:09:54,display_fault,574.09,TECH15
LOG00550,SC0025,2024-05-12T20:54:35,software_update,268.48,TECH01
LOG00551,SC0177,2025-05-23T07:57:59,display_fault,72.64,TECH09
LOG00552,SC0263,2024-03-28T20:48:14,throttle_repair,627.48,TECH15
LOG00553,SC0169,2024-06-06T19:48:23,throttle_repair,191.08,TECH17
LOG00554,SC0018,2025-04-10T08:03:34,motor_issue,139.22,TECH19
LOG00555,SC0086,2024-08-23T18:10:14,battery_replacement,414.7,TECH13
LOG00556,SC0079,2024-03-15T10:34:41,battery_replacement,395.72,TECH02
LOG00557,SC0150,2024-04-12T18:11:25,general_service,778.44,TECH06
LOG00558,SC0062,2024-12-13T08:34:44,motor_issue,213.43,TECH03
LOG00559,SC0088,2025-01-07T18:21:18,tire_puncture,384.71,TECH09
LOG00560,SC0144,2025-01-02T05:09:14,brake_repair,635.88,TECH16
LOG00561,SC0065,2024-05-28T16:30:37,display_fault,743.92,TECH05
LOG00562,SC0090,2025-01-28T08:09:14,motor_issue,299.44,TECH07
LOG00563,SC0050,2025-05-26T06:38:32,battery_replacement,242.54,TECH19
LOG00564,SC0035,2024-05-02T08:14:37,frame_damage,-508.98,TECH01
LOG00565,SC0195,2025-08-27T00:00:00,software_update,90.32,TECH13
LOG00566,SC0035,2024-05-12T20:24:44,software_update,606.53,TECH08
LOG00567,SC0015,2025-06-23T09:23:03,general_service,148.01,TECH06
LOG00568,SC0145,2025-04-25T12:05:23,motor_issue,290.21,TECH15
LOG00569,SC0031,2024-01-09T17:55:45,tire_puncture,122.39,TECH05
LOG00570,SC0017,2024-12-18T11:26:50,display_fault,201.06,TECH01
LOG00571,SC0048,2024-06-11T08:29:49,display_fault,706.3,TECH08
LOG00572,SC0010,2024-06-03T05:45:21,brake_repair,696.9,TECH06
LOG00573,SC0122,2024-08-09T09:05:17,brake_repair,501.04,TECH18
LOG00574,SC0087,2024-03-30T18:38:42,tire_puncture,410.02,TECH10
LOG00575,SC0060,2024-05-16T10:23:35,software_update,178.94,TECH03
LOG00576,SC0144,2025-02-20T18:33:22,software_update,68.05,TECH02
LOG00577,SC0196,2024-10-19T09:23:07,display_fault,155.01,TECH10
LOG00578,SC0038,2024-09-10T04:50:46,motor_issue,278.19,TECH10
LOG00579,SC0125,2024-05-21T19:24:35,brake_repair,611.23,TECH01
LOG00580,SC0007,2024-10-15T15:40:12,tire_puncture,488.39,TECH17
LOG00581,SC0168,2024-01-08T09:56:42,tire_puncture,695.46,TECH16
LOG00582,SC0149,2025-11-21T00:00:00,brake_repair,426.24,TECH04
LOG00583,SC0104,2025-05-02T16:40:00,brake_repair,80.01,TECH19
LOG00584,SC0149,2025-05-28T08:38:34,tire_puncture,172.11,TECH19
LOG00585,SC0067,2024-09-27T18:38:17,software_update,262.08,TECH17
LOG00586,SC0269,2024-03-12T16:03:59,display_fault,310.39,TECH13
LOG00587,SC0066,2024-10-30T10:17:46,software_update,217.81,TECH04
LOG00588,SC0282,2024-05-06T06:32:06,display_fault,595.89,TECH14
LOG00589,SC0144,2024-07-02T15:05:37,software_update,390.85,TECH13
LOG00590,SC0134,2024-04-22T18:07:21,motor_issue,331.36,TECH08
LOG00591,SC0137,2024-09-25T09:51:48,general_service,676.4,TECH01
LOG00592,SC0019,2024-06-21T15:06:13,battery_replacement,216.4,TECH13
LOG00593,SC0114,2025-05-27T19:12:50,throttle_repair,505.1,TECH14
LOG00594,SC0032,2025-06-11T17:36:02,battery_replacement,550.21,TECH14
LOG00595,SC0125,2024-03-21T17:23:20,throttle_repair,266.36,TECH20
LOG00596,SC0113,2024-06-15T11:43:24,frame_damage,-195.11,TECH13
LOG00597,SC0137,2024-02-29T07:01:52,frame_damage,316.26,TECH10
LOG00598,SC0129,2024-04-03T14:01:33,display_fault,211.51,TECH18
LOG00599,SC0137,2025-04-14T19:05:05,general_service,222.84,TECH18
LOG00600,SC0057,2025-03-12T11:47:37,brake_repair,94.11,TECH03
LOG00601,SC0123,2024-04-17T14:12:17,battery_replacement,181.9,TECH07
LOG00602,SC0105,2024-07-24T16:07:58,motor_issue,116.16,TECH04
LOG00603,SC0009,2024-01-15T19:30:38,software_update,475.86,TECH02
LOG00604,SC0173,2024-08-01T17:30:26,battery_replacement,104.1,TECH13
LOG00605,SC0282,2024-11-06T06:46:53,brake_repair,341.17,TECH09
LOG00606,SC0024,2024-12-20T09:37:01,battery_replacement,461.36,TECH03
LOG00607,SC0131,2024-09-15T05:37:49,throttle_repair,725.93,TECH01
LOG00608,SC0086,2024-02-26T06:35:03,throttle_repair,130.2,TECH11
LOG00609,SC0065,2024-07-21T20:36:52,frame_damage,663.44,TECH09
LOG00610,SC0057,2024-05-31T19:20:49,software_update,630.47,TECH15
LOG00611,SC0011,2024-08-31T19:12:07,motor_issue,113.75,TECH08
LOG00612,SC0175,2024-08-10T09:53:08,throttle_repair,521.57,TECH11
LOG00613,SC0082,2024-07-15T17:31:15,motor_issue,695.68,TECH07
LOG00614,SC0040,2024-08-16T20:19:01,frame_damage,680.2,TECH10
LOG00615,SC0169,2025-04-04T22:00:59,software_update,703.02,TECH11
LOG00616,SC0126,2025-05-20T09:24:10,battery_replacement,537.15,TECH03
LOG00617,SC0254,2025-01-14T07:06:20,tire_puncture,701.34,TECH16
LOG00618,SC0170,2024-08-01T09:47:33,battery_replacement,623.27,TECH09
LOG00619,SC0172,2025-01-13T08:25:31,software_update,400.39,TECH06
LOG00620,SC0154,2025-03-19T22:02:31,general_service,616.94,TECH09
LOG00621,SC0093,2025-02-10T11:35:51,software_update,797.54,TECH17
LOG00622,SC0251,2024-12-12T13:47:53,display_fault,717.17,TECH11
LOG00623,SC0082,2024-09-18T11:04:02,throttle_repair,775.09,TECH18
LOG00624,SC0175,2024-07-22T07:22:39,tire_puncture,587.69,TECH16
LOG00625,SC0187,2024-11-04T18:37:12,motor_issue,267.5,TECH13
LOG00626,SC0093,2024-11-14T19:15:24,general_service,99.38,TECH20
LOG00627,SC0193,2024-09-13T20:18:27,display_fault,639.46,TECH11
LOG00628,SC0164,2025-05-12T07:34:22,tire_puncture,79.59,TECH01
LOG00629,SC0086,2025-05-23T21:51:25,general_service,698.47,TECH03
LOG00630,SC0023,2025-05-12T16:49:28,frame_damage,-183.74,TECH06
LOG00631,SC0150,2024-04-05T18:02:08,throttle_repair,84.18,TECH01
LOG00632,SC0023,2024-10-09T16:10:08,tire_puncture,567.39,TECH03
LOG00633,SC0094,2024-07-21T12:59:30,battery_replacement,710.66,TECH17
LOG00634,SC0106,2024-03-18T20:18:50,display_fault,373.42,TECH15
LOG00635,SC0079,2024-05-13T07:51:58,battery_replacement,182.05,TECH16
LOG00636,SC0197,2025-02-20T10:29:30,tire_puncture,103.49,TECH20
LOG00637,SC0188,2024-01-30T18:33:56,general_service,310.53,TECH05
LOG00638,SC0044,2025-02-13T07:59:00,software_update,234.76,TECH03
LOG00639,SC0114,2025-03-15T19:27:13,battery_replacement,275.34,TECH20
LOG00640,SC0032,2024-09-23T17:32:34,software_update,81.05,TECH08
LOG00641,SC0017,2025-03-06T08:25:51,motor_issue,194.69,TECH12
LOG00642,SC0183,2025-01-31T13:13:47,software_update,712.52,TECH05
LOG00643,SC0105,2025-03-09T07:39:09,brake_repair,216.12,TECH03
LOG00644,SC0163,2024-06-17T17:10:33,tire_puncture,552.63,TECH11
LOG00645,SC0281,2025-04-03T17:39:44,motor_issue,789.46,TECH08
LOG00646,SC0042,2025-06-05T07:29:05,display_fault,67.77,TECH11
LOG00647,SC0149,2024-04-22T20:15:04,display_fault,362.37,TECH14
LOG00648,SC0044,2025-04-03T17:02:55,general_service,479.36,TECH06
LOG00649,SC0198,2024-02-05T11:21:13,motor_issue,228.15,TECH01
LOG00650,SC0168,2025-03-13T08:54:48,display_fault,364.73,TECH13
LOG00651,SC0132,2024-04-11T08:26:04,general_service,558.05,TECH04
LOG00652,SC0181,2024-06-28T19:04:31,display_fault,-317.64,TECH06
LOG00653,SC0086,2024-01-04T18:16:50,throttle_repair,793.72,TECH01
LOG00654,SC0159,2024-04-10T16:04:35,tire_puncture,464.22,TECH11
LOG00655,SC0071,2024-11-27T11:51:07,general_service,288.02,TECH19
LOG00656,SC0041,2025-05-14T08:57:12,throttle_repair,322.99,TECH19
LOG00657,SC0166,2024-10-12T10:47:50,tire_puncture,243.66,TECH13
LOG00658,SC0076,2024-10-26T18:20:09,throttle_repair,515.05,TECH13
LOG00659,SC0162,2024-04-11T08:09:31,general_service,741.95,TECH06
LOG00660,SC0038,2024-02-06T22:33:21,software_update,575.39,TECH06
LOG00661,SC0016,2025-08-17T00:00:00,display_fault,202.78,TECH03
LOG00662,SC0038,2025-01-14T12:22:06,battery_replacement,720.56,TECH08
LOG00663,SC0061,2024-10-01T15:56:52,software_update,226.07,TECH11
LOG00664,SC0192,2025-05-19T20:37:19,general_service,110.92,TECH14
LOG00665,SC0169,2024-12-28T16:40:31,brake_repair,107.15,TECH06
LOG00666,SC0130,2024-03-11T09:52:21,general_service,320.4,TECH04
LOG00667,SC0035,2024-10-16T07:55:45,battery_replacement,548.7,TECH17
LOG00668,SC0116,2024-10-25T17:37:24,display_fault,496.68,TECH15
LOG00669,SC0086,2025-06-26T07:22:04,software_update,774.55,TECH07
LOG00670,SC0004,2025-02-02T08:35:42,battery_replacement,780.06,TECH02
LOG00671,SC0011,2024-02-25T19:07:39,battery_replacement,690.69,TECH09
LOG00672,SC0005,2025-02-25T12:43:18,throttle_repair,750.2,TECH04
LOG00673,SC0091,2024-11-11T09:15:51,software_update,733.95,TECH12
LOG00674,SC0290,2025-05-05T17:04:03,general_service,283.17,TECH07
LOG00675,SC0045,2024-10-15T17:29:58,motor_issue,578.23,TECH08
LOG00676,SC0189,2024-03-05T20:34:51,software_update,170.79,TECH06
LOG00677,SC0072,2024-04-25T16:52:01,software_update,470.07,TECH01
LOG00678,SC0096,2024-10-10T19:18:10,general_service,451.0,TECH18
LOG00679,SC0198,2025-01-17T08:29:00,display_fault,286.08,TECH11
LOG00680,SC0043,2024-06-18T11:14:09,general_service,98.12,TECH11
LOG00681,SC0170,2024-08-30T18:13:36,motor_issue,460.71,TECH16
LOG00682,SC0183,2024-11-21T09:33:13,general_service,628.11,TECH07
LOG00683,SC0088,2025-02-25T09:00:15,motor_issue,437.63,TECH02
LOG00684,SC0039,2024-06-14T18:33:38,frame_damage,238.5,TECH16
LOG00685,SC0082,2025-03-14T09:49:17,frame_damage,271.82,TECH16
LOG00686,SC0136,2024-06-05T16:24:41,brake_repair,172.26,TECH10
LOG00687,SC0194,2024-05-25T18:34:11,software_update,364.11,TECH16
LOG00688,SC0150,2024-07-20T01:51:43,display_fault,278.45,TECH16
LOG00689,SC0158,2024-04-11T19:09:17,display_fault,555.32,TECH02
LOG00690,SC0005,2024-04-13T14:24:18,software_update,672.71,TECH02
LOG00691,SC0132,2024-02-14T18:10:09,frame_damage,219.6,TECH06
LOG00692,SC0068,2024-04-24T11:13:34,battery_replacement,720.86,TECH13
LOG00693,SC0011,2024-08-29T11:46:49,general_service,-793.42,TECH13
LOG00694,SC0089,2025-04-16T18:18:57,battery_replacement,349.7,TECH01
LOG00695,SC0068,2024-04-26T19:37:27,battery_replacement,352.27,TECH19
LOG00696,SC0049,2025-03-26T07:48:11,software_update,209.09,TECH09
LOG00697,SC0186,2025-05-22T21:40:16,throttle_repair,794.6,TECH18
LOG00698,SC0047,2024-09-04T08:27:54,throttle_repair,304.42,TECH10
LOG00699,SC0005,2024-07-20T10:47:16,software_update,324.32,TECH15
LOG00700,SC0129,2025-05-08T08:17:05,brake_repair,159.83,TECH09
LOG00701,SC0012,2024-06-25T06:17:25,throttle_repair,399.86,TECH17
LOG00702,SC0089,2024-09-05T16:15:41,general_service,160.41,TECH06
LOG00703,SC0060,2024-08-22T11:20:09,display_fault,-714.89,TECH16
LOG00704,SC0096,2024-01-26T13:25:13,software_update,389.09,TECH08
LOG00705,SC0024,2024-04-22T09:21:39,display_fault,351.12,TECH08
LOG00706,SC0188,2024-10-12T16:23:37,software_update,347.7,TECH14
LOG00707,SC0112,2024-04-04T06:50:07,tire_puncture,544.42,TECH04
LOG00708,SC0126,2025-04-18T18:24:43,battery_replacement,470.31,TECH17
LOG00709,SC0036,2025-04-18T16:28:02,brake_repair,531.91,TECH13
LOG00710,SC0178,2024-11-15T12:50:51,battery_replacement,64.12,TECH17
LOG00711,SC0021,2025-10-19T00:00:00,frame_damage,498.07,TECH20
LOG00712,SC0155,2024-09-04T14:09:00,general_service,-626.33,TECH10
LOG00713,SC0020,2024-02-13T13:06:12,display_fault,614.59,TECH08
LOG00714,SC0190,2025-02-20T12:36:09,frame_damage,388.74,TECH02
LOG00715,SC0190,2024-12-23T06:01:17,frame_damage,733.86,TECH19
LOG00716,SC0008,2024-12-12T07:13:30,software_update,167.39,TECH05
LOG00717,SC0178,2024-01-15T20:09:35,general_service,518.3,TECH06
LOG00718,SC0058,2024-05-20T14:35:10,software_update,673.53,TECH16
LOG00719,SC0129,2024-08-19T19:16:47,general_service,624.76,TECH09
